"","sub","Question","Response","age.cat"
"1716","8728582","Question_8","9","Adults"
"1717","8728588","Question_1","No","Adults"
"1718","8728588","Question_3","No","Adults"
"1719","8728588","Question_5","10","Adults"
"1720","8728588","Question_6","0","Adults"
"1721","8728588","Question_7","10","Adults"
"1722","8728588","Question_8","0","Adults"
"1723","8728654","Question_1","Sì","Adults"
"1724","8728654","Question_2","Quando giocavo con la scatola del caso puntavo al super tesoro nel mento in cui era conveniente secondo una mia ""logica di probabilità"". Quando giocavo con il compagno cercavo di mettermi nei suoi panni per capire cosa avesse scelto.","Adults"
"1725","8728654","Question_3","Sì","Adults"
"1726","8728654","Question_4","Nel momento in cui giocavo alla scatola del caso prendevo decisioni in base a quanto secondo la ""mia logica"" potesse uscire dal punto di vista probabilistico. Quando giocavo con il compagno cercavo di mettermi nei suoi panni per individuare la scelta opposta alla sua.","Adults"
"1727","8728654","Question_5","2","Adults"
"1728","8728654","Question_6","9","Adults"
"1729","8728654","Question_7","8","Adults"
"1730","8728654","Question_8","2","Adults"
"1731","8728566","Question_1","No","Adults"
"1732","8728566","Question_3","Sì","Adults"
"1733","8728566","Question_4","Nel gioco solo se soli ho puntato meno sul tesoro da 15 monete, ho scommesso di meno","Adults"
"1734","8728566","Question_5","9","Adults"
"1735","8728566","Question_6","0","Adults"
"1736","8728566","Question_7","8","Adults"
"1737","8728566","Question_8","2","Adults"
"1738","8728579","Question_1","Sì","Adults"
"1739","8728579","Question_2","nel gioco solo se iniseme ho cercato di scegliere sempre il grande tesoro, perche molto probabilmente ilmio compagno di gioco avrebbe fatto lo stesso","Adults"
"1740","8728579","Question_3","No","Adults"
"1741","8728579","Question_5","10","Adults"
"1742","8728579","Question_6","10","Adults"
"1743","8728579","Question_7","10","Adults"
"1744","8728579","Question_8","10","Adults"
"1745","8728631","Question_1","No","Adults"
"1746","8728631","Question_3","No","Adults"
"1747","8728631","Question_5","3","Adults"
"1748","8728631","Question_6","6","Adults"
"1749","8728631","Question_7","5","Adults"
"1750","8728631","Question_8","5","Adults"
"1751","8728624","Question_1","No","Adults"
"1752","8728624","Question_3","Sì","Adults"
"1753","8728624","Question_4","Facevo le scelte opposte nel solo se soli prendevo il sacco con meno monete qualche volta.","Adults"
"1754","8728624","Question_5","8","Adults"
"1755","8728624","Question_6","9","Adults"
"1756","8728624","Question_7","7","Adults"
"1757","8728624","Question_8","9","Adults"
"1758","8728587","Question_1","No","Adults"
"1759","8728587","Question_3","No","Adults"
"1760","8728587","Question_5","8","Adults"
"1761","8728587","Question_6","2","Adults"
"1762","8728587","Question_7","8","Adults"
"1763","8728587","Question_8","6","Adults"
"1764","8728575","Question_1","No","Adults"
"1765","8728575","Question_3","Sì","Adults"
"1766","8728575","Question_4","solo se a casa ho preferito il mini tesoro a meno che non fosse molto minore rispetto al super tesoro. in solo se soli sono andata a sentimento","Adults"
"1767","8728575","Question_5","9","Adults"
"1768","8728575","Question_6","4","Adults"
"1769","8728575","Question_7","10","Adults"
"1770","8728575","Question_8","2","Adults"
"1771","8728571","Question_1","No","Adults"
"1772","8728571","Question_3","No","Adults"
"1773","8728571","Question_5","6","Adults"
"1774","8728571","Question_6","5","Adults"
"1775","8728571","Question_7","6","Adults"
"1776","8728571","Question_8","5","Adults"
"1777","8728625","Question_1","Sì","Adults"
"1778","8728625","Question_2","ho tentato la fortuna più facilità con il super tesoro nel gioco ""solo se a caso"" senza tentare di immedesimarmi in un'altra persona ","Adults"
"1779","8728625","Question_3","Sì","Adults"
"1780","8728625","Question_5","7","Adults"
"1781","8728625","Question_6","6","Adults"
"1782","8728625","Question_7","3","Adults"
"1783","8728625","Question_8","6","Adults"
"1784","8728569","Question_1","Sì","Adults"
"1785","8728569","Question_2","Nel gioco solo se a caso mi sono sentita di rischiare di più","Adults"
"1786","8728569","Question_3","Sì","Adults"
"1787","8728569","Question_4","Nel gioco ""solo se soli"" ho pensato anche a cosa potrebbe aver scelto l'altro e quindi ho visto quale sacco di monete mi era più conveniente scegliere","Adults"
"1788","8728569","Question_5","7","Adults"
"1789","8728569","Question_6","6","Adults"
"1790","8728569","Question_7","7","Adults"
"1791","8728569","Question_8","7","Adults"
"1792","8728570","Question_1","No","Adults"
"1793","8728570","Question_3","No","Adults"
"1794","8728570","Question_5","5","Adults"
"1795","8728570","Question_6","5","Adults"
"1796","8728570","Question_7","5","Adults"
"1797","8728570","Question_8","5","Adults"
"1798","8728610","Question_1","Sì","Adults"
"1799","8728610","Question_2","Nel solo se insieme ho scelto più volte il super tesoro perchè non sapevo quale fosse la probabilità nel solo se a caso","Adults"
"1800","8728610","Question_3","No","Adults"
"1801","8728610","Question_5","3","Adults"
"1802","8728610","Question_6","8","Adults"
"1803","8728610","Question_7","3","Adults"
"1804","8728610","Question_8","8","Adults"
"1805","8728585","Question_1","Sì","Adults"
"1806","8728585","Question_2","ho ipotizzato che l'altra persona usasse la mia stessa tecnica, cioè quella di scegliere il super tesoro poichè più coeniente ","Adults"
"1807","8728585","Question_3","Sì","Adults"
"1808","8728585","Question_4","in ""solo se soli"" ho ipotizzato che l'altra persona scegliesse il super tesoro anche perché era più coveniente scegliere il mini tesoro dato che ad ogni modo avrei guadagnato delle monete. in solo se a caso invece ho scelto in base alla differenza di monete tra mini e super tesoro. ","Adults"
"1809","8728585","Question_5","7","Adults"
"1810","8728585","Question_6","7","Adults"
"1811","8728585","Question_7","3","Adults"
"1812","8728585","Question_8","9","Adults"
"1813","8728581","Question_1","No","Adults"
"1814","8728581","Question_3","Sì","Adults"
"1815","8728581","Question_4","se nel secodno gioco si sceglie entrambi il super premio non si vince nulla e quindi potrei aver scelto il mini premio","Adults"
"1816","8728581","Question_5","8","Adults"
"1817","8728581","Question_6","8","Adults"
"1818","8728581","Question_7","8","Adults"
"1819","8728581","Question_8","5","Adults"
"1820","8728586","Question_1","No","Adults"
"1821","8728586","Question_3","Sì","Adults"
"1822","8728586","Question_4","Nel gioco ""SOLO SE A CASO!"" ho rischiato di più cliccando su più sacche del super tesoro, mentre nel gioco ""SOLO SE SOLI!"" ho scelto sempre le sacche del mini tesoro","Adults"
"1823","8728586","Question_5","10","Adults"
"1824","8728586","Question_6","10","Adults"
"1825","8728586","Question_7","10","Adults"
"1826","8728586","Question_8","6","Adults"
"1827","8722110","Question_1","Sì","Adults"
"1828","8722110","Question_2","Quando era implicata un'altra persona ho pensato a come avrebbe potuto rispondere l'altra persona a seconda del valore del mini tesoro","Adults"
"1829","8722110","Question_3","Sì","Adults"
"1830","8722110","Question_4","Nel gioco in cui era implicata un'altra persona ho scelto sulla base di cosa avrebbe fatto l'altra persona a seconda del valore del mini tesoro","Adults"
"1831","8722110","Question_5","10","Adults"
"1832","8722110","Question_6","8","Adults"
"1833","8722110","Question_7","10","Adults"
"1834","8722110","Question_8","8","Adults"
"1835","8722108","Question_1","Sì","Adults"
"1836","8722108","Question_2","Ho supposto che anche l'altra persona avrebbe scelto il super sacco dal momento che anch'essa ci avrebbe guadagnato","Adults"
"1837","8722108","Question_3","Non so","Adults"
"1838","8722108","Question_4","Tendenzialmente ho sempre cercato di fare la scelta che mi sembrava più sicura, tranne nei casi in cui nel mini sacco le monete erano di valore esiguo ","Adults"
"1839","8722108","Question_5","4","Adults"
"1840","8722108","Question_6","8","Adults"
"1841","8722108","Question_7","7","Adults"
"1842","8722108","Question_8","7","Adults"
"1843","8722109","Question_1","No","Adults"
"1844","8722109","Question_3","No","Adults"
"1845","8722109","Question_5","8","Adults"
"1846","8722109","Question_6","8","Adults"
"1847","8722109","Question_7","8","Adults"
"1848","8722109","Question_8","2","Adults"
"1849","8716022","Question_1","Sì","Adults"
"1850","8716022","Question_2","in ""solo se a caso"" calcolavo che le probabilità di vincere il super premio erano più basse e quindi quando il mini premio era sopra 8/9 prendevo quello, mentre invece nel gioco ""solo se insieme"" setivo di poter collaborare maggiormente con l'altra persona e ho preso praticamente sempre il super premio anche quando super premio e mini premio erano uguali","Adults"
"1851","8716022","Question_3","Sì","Adults"
"1852","8716022","Question_4","in ""solo se a caso"" sentivo di essere contro alla mera probabilità e quindi ragionavo più ""al risparmio"" puntando molto di più al minibonus, mentre in ""solo se soli"" sentivo una competizione con l'altra persona per ottenere il superpremio e mi soffermavo di più sulle scelte per cercare di capire che scelta avrebbe fatto l'altra persona","Adults"
"1853","8716022","Question_5","7","Adults"
"1854","8716022","Question_6","6","Adults"
"1855","8716022","Question_7","8","Adults"
"1856","8716022","Question_8","7","Adults"
"1857","8716020","Question_1","No","Adults"
"1858","8716020","Question_3","No","Adults"
"1859","8716020","Question_5","10","Adults"
"1860","8716020","Question_6","10","Adults"
"1861","8716020","Question_7","5","Adults"
"1862","8716020","Question_8","8","Adults"
"1863","8624087","Question_1","Sì","Adults"
"1864","8624087","Question_2","Nel gioco ""solo se a caso"" ho preferito rischiare e scegliere il gran tesoro solo quando il mini tesoro conteneva un numero di monete basso rispetto a quelle contenute nel gran tesoro; invece nel gioco ""solo se insieme"" ho scelto sempre il gran tesoro, tranne quando in entrambi i sacchi vi erano 15 monete.","Adults"
"1865","8624087","Question_3","Sì","Adults"
"1866","8624087","Question_4","Nel gioco ""solo se a caso"" ho scelto il gran tesoro solamente quando il mini tesoro conteneva poche monete; inevece nel gioco ""solo se soli"" le mie decisioni sono state meno lineari: ho sempre scelto il mini tesoro quando conteneva un numero di monete rilevante, mentre il gran tesoro quando conteneva molte più monete del mini tesoro, ma in alcuni casi ho preferito essere sicura di guadagnare con certezza delle monete e ho scelto il mini tesoro anche quando conteneva poche monete o proprio perchè conteneva poche monete.","Adults"
"1867","8624087","Question_5","10","Adults"
"1868","8624087","Question_6","10","Adults"
"1869","8624087","Question_7","7","Adults"
"1870","8624087","Question_8","8","Adults"
"1871","8624094","Question_1","Sì","Adults"
"1872","8624094","Question_2","Nel ""Solo se insieme"" ho cercato di valutare la probabilità che l'altra persona collaborasse, caso per caso...","Adults"
"1873","8624094","Question_3","Non so","Adults"
"1874","8624094","Question_4","Nel ""Solo se soli"" ho cercato di aumentare il vantaggio di entrambi, ma non ho seguito sempre ragionamenti precisi.","Adults"
"1875","8624094","Question_5","8","Adults"
"1876","8624094","Question_6","7","Adults"
"1877","8624094","Question_7","5","Adults"
"1878","8624094","Question_8","7","Adults"
"1879","8624022","Question_1","Sì","Adults"
"1880","8624022","Question_2","nel gioco solo se insieme ho scelto sempre il suoer tesoro, mentre nel gioco solo se insieme ho scelto il super tesoro solo quando il mini tesoro conteneva poche monete.","Adults"
"1881","8624022","Question_3","No","Adults"
"1882","8624022","Question_5","6","Adults"
"1883","8624022","Question_6","8","Adults"
"1884","8624022","Question_7","8","Adults"
"1885","8624022","Question_8","8","Adults"
"1886","8624006","Question_1","Sì","Adults"
"1887","8624006","Question_2","nel caso del ""solo che a caso"" ho scelto il supertesoro solo se il minitesoro era molto piccolo e ""valeva la pena"" rischiare","Adults"
"1888","8624006","Question_3","Sì","Adults"
"1889","8624006","Question_4","Nel ""solo se a caso"" ho scelto più frequentemente il minitesoro perchè non era possibile provare a ipotizzare il comportamento dell'altro, come invece ho provato a fare nel ""solo se soli""","Adults"
"1890","8624006","Question_5","9","Adults"
"1891","8624006","Question_6","3","Adults"
"1892","8624006","Question_7","10","Adults"
"1893","8624006","Question_8","5","Adults"
"1894","8624028","Question_1","Sì","Adults"
"1895","8624028","Question_2","Nel gioco ""solo se a caso"" ho cercato di vedere quanto valeva rischiare perdere tutto confrontando con le monete che avevo nell'altro sacco. Nel gioco ""solo se insieme"" ho cercato di prevedere le mosse dell'altra persona, quanto si poteva guadagnare affidando la fiducia ad uno sconosciuto che aveva il mio obbiettivo, ossia quello di vincere più monete possibili.","Adults"
"1896","8624028","Question_3","Sì","Adults"
"1897","8624028","Question_4","Nel gioco ""solo se a caso"" ho cercato di valutare quanto rischi valevano la pena essere presi. Nel gioco ""solo se soli"" ho cambiato strategia alle volte prendevo il sacco più pieno e quello con meno monete. ","Adults"
"1898","8624028","Question_5","7","Adults"
"1899","8624028","Question_6","9","Adults"
"1900","8624028","Question_7","9","Adults"
"1901","8624028","Question_8","5","Adults"
"1902","8624051","Question_1","No","Adults"
"1903","8624051","Question_3","Sì","Adults"
"1904","8624051","Question_4","Giocando con la ""scatola del caso"" non c'era principalmente una cosa su cui basarmi per scegliere il sacchetto di monete, mentre nel gioco ""solo se soli"" ho cercato di pensare a cosa avrebbe fatto l'altro per prendere il sacchetto con più monete, quindi regolandomi di conseguenza e scegliere il sacchetto con il minitesoro nel caso si avvicinasse molto al sacchetto con il super tesoro, in modo comunque da prendere una discreta somma nel caso io e il mio compagno avessimo schiacciato lo stesso tasto. ","Adults"
